0 , 2.01, 0.32, 0.25, 0.12, 0.55
1 , 2.01, 0.46, 0.00, 0.00, 1.12
2 , 2.01, 0.22, 0.32, 0.00, 0.91
3 , 2.01, 0.32, 0.02, 0.00, 0.22
4 , 2.01, 0.36, 0.00, 0.00, 0.44
5 , 2.01, 0.23, 0.03, 0.00, 0.48

