0 , 2.42, 0.53, 0.31, 0.21, 1.61
1 , 2.42, 0.82, 0.00, 0.00, 2.37
2 , 2.42, 0.47, 0.39, 0.00, 2.21
3 , 2.42, 0.55, 0.00, 0.00, 0.29
4 , 2.42, 0.60, 0.00, 0.00, 0.73
5 , 2.42, 0.42, 0.00, 0.00, 0.68

